Date/Time (GMT)	Latitude	Longitude	Flag	Hs (Hm0)(m)	Hmax (m)	Tp (s)	Tz (Tm)(s)	Dirp (degrees)	Spread (deg)	SST (deg C)
  01-Jan-2020 00:00:00	51.05791	-4.27757	0	0.550	0.720	11.8	8.2	277	 10	9.8
  01-Jan-2020 00:30:00	51.05789	-4.27750	0	0.530	0.890	11.8	8.7	274	 13	9.8
  01-Jan-2020 01:00:00	51.05784	-4.27744	0	0.620	1.090	11.1	9.3	277	 11	9.8
  01-Jan-2020 01:30:00	51.05785	-4.27746	0	0.660	0.960	11.8	9.5	280	  9	9.8
  01-Jan-2020 02:00:00	51.05782	-4.27739	0	0.600	0.810	11.1	8.9	280	 13	9.8
  01-Jan-2020 02:30:00	51.05787	-4.27746	0	0.690	1.200	11.1	9.3	278	 16	9.8
  01-Jan-2020 03:00:00	51.05798	-4.27759	0	0.630	0.970	10.5	9.1	281	 19	9.9
  01-Jan-2020 03:30:00	51.05822	-4.27774	0	0.690	0.980	11.8	9.5	277	  8	9.9
  01-Jan-2020 04:00:00	51.05842	-4.27767	0	0.640	0.990	11.1	9.3	280	 10	9.9
  01-Jan-2020 04:30:00	51.05866	-4.27720	0	0.770	1.110	10.5	9.3	277	 10	9.8
  01-Jan-2020 05:00:00	51.05867	-4.27677	0	0.750	1.240	11.1	9.1	274	 10	9.8
  01-Jan-2020 05:30:00	51.05867	-4.27669	0	0.720	0.890	10.5	8.9	276	 11	9.7
  01-Jan-2020 06:00:00	51.05867	-4.27664	0	0.750	1.090	10.0	8.9	278	 10	9.7
  01-Jan-2020 06:30:00	51.05865	-4.27660	0	0.660	0.940	10.5	8.5	273	 12	9.8
  01-Jan-2020 07:00:00	51.05866	-4.27666	0	0.670	1.090	10.5	8.2	278	 12	9.8
  01-Jan-2020 07:30:00	51.05866	-4.27664	0	0.640	0.900	10.0	8.2	277	 16	9.7
  01-Jan-2020 08:00:00	51.05865	-4.27662	0	0.630	0.930	10.0	7.4	277	 17	9.6
  01-Jan-2020 08:30:00	51.05866	-4.27662	0	0.720	1.010	10.0	7.8	280	 14	9.6
  01-Jan-2020 09:00:00	51.05866	-4.27669	0	0.650	1.190	10.5	8.0	280	 14	9.6
  01-Jan-2020 09:30:00	51.05866	-4.27669	0	0.690	1.050	10.5	8.2	283	 16	9.6
  01-Jan-2020 10:00:00	51.05863	-4.27673	0	0.620	0.960	10.5	8.0	284	 20	9.6
  01-Jan-2020 10:30:00	51.05857	-4.27722	0	0.650	1.230	10.5	8.2	287	  9	9.6
  01-Jan-2020 11:00:00	51.05805	-4.27761	0	0.630	0.920	10.5	8.0	280	 15	9.6
  01-Jan-2020 11:30:00	51.05804	-4.27763	0	0.670	1.070	10.5	8.3	273	 10	9.6
  01-Jan-2020 12:00:00	51.05799	-4.27761	0	0.620	0.810	10.5	8.3	284	 14	9.7
  01-Jan-2020 12:30:00	51.05794	-4.27757	0	0.640	0.880	11.1	8.5	281	 12	9.7
  01-Jan-2020 13:00:00	51.05789	-4.27750	0	0.600	1.020	11.1	8.0	274	 11	9.8
  01-Jan-2020 13:30:00	51.05787	-4.27746	0	0.520	0.800	10.5	8.2	276	 10	9.8
  01-Jan-2020 14:00:00	51.05783	-4.27737	0	0.600	0.880	10.0	8.5	278	 11	9.8
  01-Jan-2020 14:30:00	51.05779	-4.27724	0	0.580	1.010	10.0	8.7	281	 11	9.9
  01-Jan-2020 15:00:00	51.05782	-4.27722	0	0.620	0.810	10.5	8.7	276	  8	9.9
  01-Jan-2020 15:30:00	51.05789	-4.27720	0	0.610	1.250	10.5	8.5	278	 10	9.9
  01-Jan-2020 16:00:00	51.05823	-4.27677	0	0.700	1.100	10.0	8.7	276	 12	9.9
  01-Jan-2020 16:30:00	51.05854	-4.27645	0	0.680	1.090	10.0	8.0	274	  8	9.8
  01-Jan-2020 17:00:00	51.05856	-4.27639	0	0.690	1.070	10.0	7.7	274	 10	9.8
  01-Jan-2020 17:30:00	51.05856	-4.27639	0	0.650	1.010	10.0	7.3	273	 13	9.8
  01-Jan-2020 18:00:00	51.05858	-4.27641	0	0.620	1.070	9.1	6.6	274	 13	9.8
  01-Jan-2020 18:30:00	51.05856	-4.27639	0	0.630	0.960	10.0	6.3	274	 12	9.8
  01-Jan-2020 19:00:00	51.05858	-4.27641	0	0.590	1.020	9.1	5.9	274	 15	9.8
  01-Jan-2020 19:30:00	51.05857	-4.27643	0	0.570	0.870	10.0	6.2	277	 13	9.8
  01-Jan-2020 20:00:00	51.05860	-4.27647	0	0.570	0.850	8.3	6.3	278	 14	9.6
  01-Jan-2020 20:30:00	51.05860	-4.27647	0	0.610	0.830	10.0	6.5	274	 16	9.6
  01-Jan-2020 21:00:00	51.05864	-4.27654	0	0.540	0.900	9.1	6.5	281	 18	9.6
  01-Jan-2020 21:30:00	51.05865	-4.27660	0	0.570	0.940	10.0	6.5	277	 18	9.6
  01-Jan-2020 22:00:00	51.05866	-4.27666	0	0.560	0.830	10.5	6.1	278	 13	9.6
  01-Jan-2020 22:30:00	51.05867	-4.27671	0	0.620	0.970	13.3	6.0	288	 14	9.6
  01-Jan-2020 23:00:00	51.05866	-4.27705	2	0.600	1.030	9.1	5.9	276	 13	9.6
  01-Jan-2020 23:30:00	51.05831	-4.27754	2	0.580	1.170	14.3	5.6	287	 14	9.6
  02-Jan-2020 00:00:00	51.05804	-4.27763	0	0.630	0.980	10.0	5.8	277	 14	9.7
  02-Jan-2020 00:30:00	51.05799	-4.27763	0	0.560	0.820	11.8	5.3	286	 13	9.8
  02-Jan-2020 01:00:00	51.05796	-4.27761	0	0.580	0.850	12.5	5.8	281	 10	9.8
