Date/Time (GMT)	Latitude	Longitude	Flag	Hs (Hm0)(m)	Hmax (m)	Tp (s)	Tz (Tm)(s)	Dirp (degrees)	Spread (deg)	SST (deg C)
  01-Jan-2013 00:00:00	51.05772	-4.27711	0	2.290	9999.000	11.8	6.7	273	 10	9.4
  01-Jan-2013 00:30:00	51.05772	-4.27711	0	2.070	3.230	11.1	6.5	280	 10	9.4
  01-Jan-2013 01:00:00	51.05772	-4.27711	0	2.390	3.490	12.5	7.3	293	  9	9.4
  01-Jan-2013 01:30:00	51.05766	-4.27694	0	2.770	4.410	11.1	7.5	290	  8	9.4
  01-Jan-2013 02:00:00	51.05769	-4.27666	0	2.980	3.710	12.5	7.4	291	 12	9.4
  01-Jan-2013 02:30:00	51.05785	-4.27658	0	3.010	4.310	12.5	7.3	283	 12	9.4
  01-Jan-2013 03:00:00	51.05776	-4.27634	0	3.040	4.430	11.1	7.0	283	 11	9.5
  01-Jan-2013 03:30:00	51.05789	-4.27611	0	3.230	9999.000	11.8	7.1	283	 11	9.5
  01-Jan-2013 04:00:00	51.05796	-4.27611	0	3.080	4.530	11.8	7.0	281	 10	9.5
  01-Jan-2013 04:30:00	51.05809	-4.27613	0	2.980	4.200	11.8	6.7	276	 12	9.5
  01-Jan-2013 05:00:00	51.05824	-4.27613	0	2.700	3.810	11.8	6.3	278	 12	9.5
  01-Jan-2013 05:30:00	51.05827	-4.27611	0	2.350	3.580	12.5	5.7	283	 14	9.5
  01-Jan-2013 06:00:00	51.05835	-4.27624	0	2.400	3.390	12.5	5.8	278	 15	9.6
  01-Jan-2013 06:30:00	51.05833	-4.27619	0	2.350	3.130	11.8	5.9	281	 11	9.6
  01-Jan-2013 07:00:00	51.05831	-4.27621	0	2.510	4.100	11.8	6.2	281	 11	9.6
  01-Jan-2013 07:30:00	51.05837	-4.27624	0	2.440	3.640	12.5	5.9	286	 13	9.6
  01-Jan-2013 08:00:00	51.05826	-4.27619	0	2.260	4.140	11.8	5.4	287	 14	9.6
  01-Jan-2013 08:30:00	51.05814	-4.27613	0	2.310	3.670	12.5	5.6	290	 20	9.6
  01-Jan-2013 09:00:00	51.05811	-4.27617	0	2.260	3.900	13.3	5.6	284	 18	9.4
  01-Jan-2013 09:30:00	51.05774	-4.27654	0	2.390	3.060	12.5	5.9	287	 12	9.4
  01-Jan-2013 10:00:00	51.05776	-4.27694	0	2.190	3.470	12.5	5.5	286	 17	9.4
  01-Jan-2013 10:30:00	51.05779	-4.27716	0	2.260	3.820	12.5	5.7	278	 13	9.3
  01-Jan-2013 11:00:00	51.05776	-4.27707	0	2.280	3.900	13.3	5.9	280	 13	9.2
  01-Jan-2013 11:30:00	51.05770	-4.27705	0	2.230	3.780	12.5	6.2	281	 15	9.2
  01-Jan-2013 12:00:00	51.05775	-4.27729	0	2.170	3.180	12.5	6.0	283	 11	9.2
  01-Jan-2013 12:30:00	51.05779	-4.27727	0	2.220	3.280	13.3	6.3	278	  8	9.2
  01-Jan-2013 13:00:00	51.05770	-4.27722	0	2.390	3.510	12.5	6.7	284	 12	9.3
  01-Jan-2013 13:30:00	51.05770	-4.27699	0	2.460	3.590	13.3	6.6	291	 10	9.3
  01-Jan-2013 14:00:00	51.05767	-4.27673	0	2.870	3.880	10.5	7.4	291	  6	9.3
  01-Jan-2013 14:30:00	51.05770	-4.27664	0	2.840	4.020	11.1	7.0	290	 11	9.3
  01-Jan-2013 15:00:00	51.05782	-4.27651	0	2.790	4.330	12.5	6.7	291	 16	9.3
  01-Jan-2013 15:30:00	51.05778	-4.27628	0	2.820	4.500	11.8	6.7	286	  8	9.4
  01-Jan-2013 16:00:00	51.05785	-4.27626	0	3.010	4.380	13.3	6.8	283	 10	9.4
  01-Jan-2013 16:30:00	51.05797	-4.27617	0	3.100	4.950	12.5	7.0	283	 10	9.4
  01-Jan-2013 17:00:00	51.05811	-4.27613	0	2.900	4.530	12.5	6.8	277	 12	9.4
  01-Jan-2013 17:30:00	51.05819	-4.27611	0	2.480	3.290	12.5	6.1	280	 11	9.5
  01-Jan-2013 18:00:00	51.05821	-4.27611	0	2.120	2.760	13.3	5.5	280	 12	9.6
  01-Jan-2013 18:30:00	51.05831	-4.27619	0	1.980	3.000	11.8	5.6	281	 11	9.4
  01-Jan-2013 19:00:00	51.05826	-4.27615	0	2.300	3.040	13.3	6.1	283	 13	9.5
  01-Jan-2013 19:30:00	51.05818	-4.27611	0	2.200	3.280	12.5	5.8	286	  9	9.5
  01-Jan-2013 20:00:00	51.05822	-4.27613	0	2.160	3.330	13.3	5.7	287	 11	9.5
  01-Jan-2013 20:30:00	51.05812	-4.27615	0	2.100	3.600	12.5	5.6	287	 12	9.3
  01-Jan-2013 21:00:00	51.05797	-4.27624	0	1.990	3.260	13.3	5.3	290	 19	9.4
